/Z X,/Z Y
0,2.999999186277267
0.06,2.999997398572346
0.12,2.999991304251236
0.18,2.999970843200895
0.24,2.99990398265709
0.3,2.99969764122976
0.36,2.999131085687206
0.42,2.997854630461812
0.48,2.995598255716923
0.54,2.992303535568995
0.6000000000000001,2.987880439097923
0.6600000000000001,2.982028566108211
0.7200000000000002,2.974265928362156
0.7800000000000002,2.96394870158474
0.8400000000000003,2.95021478817254
0.9000000000000004,2.931856758200944
0.9600000000000004,2.90710053730974
1.02,2.873209665469295
1.080000000000001,2.825747701575216
1.140000000000001,2.757287007248608
1.200000000000001,2.656113724460543
1.260000000000001,2.509276948634023
1.320000000000001,2.314678236816645
1.380000000000001,2.085448887095567
1.440000000000001,1.838037738876382
1.500000000000001,1.585100727020536
1.560000000000001,1.336032935640277
1.620000000000001,1.098944994124868
1.680000000000001,0.8816314803626104
1.740000000000001,0.6911177548159322
1.800000000000001,0.5319791117665711
1.860000000000001,0.40479098706525
1.920000000000001,0.3064056843221826
1.980000000000001,0.2318045560936376
2.040000000000001,0.1758370424835516
2.100000000000001,0.1340515730214576
2.160000000000001,0.1028856224017718
2.220000000000002,0.0795968251007778
2.280000000000002,0.06212182904255724
2.340000000000002,0.04893041257112841
2.400000000000002,0.0388976700084072
2.460000000000002,0.03120052368294594
2.520000000000002,0.02523782443118893
2.580000000000002,0.02057048910592181
2.640000000000002,0.01687745807856156
2.700000000000002,0.01392359790469627
2.760000000000002,0.0115363746215985
2.820000000000002,0.009588862677949039
2.880000000000002,0.007987304013192517
2.940000000000002,0.006661952398444978
3,0.005560327881691688
